text,label
Things are improving for me. these days.,positive
Things are improving for me. honestly.,positive
I'm just going through the day. I guess.,neutral
I feel supported and appreciated. lately.,positive
I'm excited and full of energy. to be honest.,positive
I feel anxious and overwhelmed. right now.,negative
"I'm feeling normal, not too good, not too bad. I think.",neutral
I'm just going through the day. honestly.,neutral
Life feels really difficult right now. lately.,negative
Nothing is going right and it's draining. these days.,negative
Everything feels heavy and stressful. I guess.,negative
I feel supported and appreciated. today.,positive
I feel ignored and unimportant. today.,negative
I don't feel strongly about anything right now.,neutral
"I'm feeling normal, not too good, not too bad. to be honest.",neutral
I feel fantastic today! today.,positive
I feel terrible today. I think.,negative
I feel anxious and overwhelmed. I think.,negative
Life is good and I'm grateful.,positive
I'm sad and losing motivation. these days.,negative
I feel fantastic today! right now.,positive
I feel ignored and unimportant. to be honest.,negative
This is one of the worst days recently. I guess.,negative
"I'm feeling normal, not too good, not too bad. I guess.",neutral
I'm sad and losing motivation. today.,negative
I feel confident and motivated. honestly.,positive
I feel fantastic today!,positive
I feel fantastic today! honestly.,positive
This is one of the worst days recently. I guess.,negative
I feel terrible today. honestly.,negative
Everything feels heavy and stressful. today.,negative
Everything feels heavy and stressful. I guess.,negative
I feel kind of neutral. today.,neutral
I'm really happy with how things are going. today.,positive
Nothing is going right and it's draining. right now.,negative
Things are stable and unchanged. to be honest.,neutral
Nothing is going right and it's draining. I think.,negative
This is one of the worst days recently. to be honest.,negative
I feel ignored and unimportant. to be honest.,negative
It's just a regular day. at the moment.,neutral
I feel supported and appreciated. these days.,positive
"Today was okay, nothing special. to be honest.",neutral
I'm really happy with how things are going.,positive
This is one of the worst days recently. right now.,negative
Things are improving for me. today.,positive
It was an average day for me.,neutral
Everything is working out perfectly. to be honest.,positive
Everything is working out perfectly. today.,positive
This is one of the worst days recently. right now.,negative
Things are stable and unchanged. to be honest.,neutral
Things are improving for me. I think.,positive
I feel supported and appreciated. today.,positive
I feel anxious and overwhelmed. to be honest.,negative
I don't feel strongly about anything right now. these days.,neutral
Everything is working out perfectly. today.,positive
I don't feel strongly about anything right now. at the moment.,neutral
I feel kind of neutral. honestly.,neutral
I don't feel strongly about anything right now. lately.,neutral
I'm just going through the day. right now.,neutral
This is the best day I've had in a long time. lately.,positive
Things are improving for me. these days.,positive
I feel kind of neutral. I guess.,neutral
"Today was okay, nothing special. I think.",neutral
This is the best day I've had in a long time. I guess.,positive
"Today was okay, nothing special. honestly.",neutral
I'm really happy with how things are going. today.,positive
Things are stable and unchanged. honestly.,neutral
Nothing major on my mind right now. to be honest.,neutral
I'm laughing and smiling a lot today. right now.,positive
I feel terrible today. honestly.,negative
It's just a regular day. today.,neutral
I feel confident and motivated. I guess.,positive
I feel kind of neutral. lately.,neutral
I'm sad and losing motivation. at the moment.,negative
This is the best day I've had in a long time. to be honest.,positive
Life is good and I'm grateful. lately.,positive
I'm just going through the day. I think.,neutral
Things are stable and unchanged. these days.,neutral
I'm laughing and smiling a lot today. today.,positive
I'm just going through the day.,neutral
I feel kind of neutral. to be honest.,neutral
Everything is working out perfectly. I guess.,positive
Life is good and I'm grateful. honestly.,positive
I'm just going through the day. to be honest.,neutral
It's just a regular day. today.,neutral
It was an average day for me. I think.,neutral
Nothing much happened today. I think.,neutral
I'm excited and full of energy. at the moment.,positive
This is one of the worst days recently. I guess.,negative
I feel ignored and unimportant. honestly.,negative
Nothing is going right and it's draining. these days.,negative
I'm really happy with how things are going. these days.,positive
Life feels really difficult right now. honestly.,negative
This is one of the worst days recently. at the moment.,negative
I'm excited and full of energy. these days.,positive
I feel lonely and hopeless. right now.,negative
Everything feels heavy and stressful.,negative
I feel anxious and overwhelmed. at the moment.,negative
Life is good and I'm grateful.,positive
Life feels really difficult right now. these days.,negative
I feel supported and appreciated. I guess.,positive
Things are stable and unchanged. these days.,neutral
Everything feels heavy and stressful. right now.,negative
I'm laughing and smiling a lot today. today.,positive
I'm just going through the day. to be honest.,neutral
Everything feels heavy and stressful. at the moment.,negative
Things are improving for me. honestly.,positive
Life feels really difficult right now. these days.,negative
Things are stable and unchanged.,neutral
Nothing is going right and it's draining. right now.,negative
I feel confident and motivated. at the moment.,positive
It was an average day for me. these days.,neutral
Nothing much happened today. right now.,neutral
"Today was okay, nothing special. lately.",neutral
It's just a regular day. to be honest.,neutral
I'm really happy with how things are going. these days.,positive
Nothing is going right and it's draining. these days.,negative
Things are stable and unchanged. these days.,neutral
Nothing major on my mind right now. to be honest.,neutral
This is one of the worst days recently. to be honest.,negative
This is the best day I've had in a long time. to be honest.,positive
This is the best day I've had in a long time. I think.,positive
I feel fantastic today! right now.,positive
Everything is working out perfectly. I think.,positive
I'm just going through the day. I guess.,neutral
I feel supported and appreciated.,positive
Life feels really difficult right now.,negative
I feel confident and motivated. lately.,positive
Life feels really difficult right now. today.,negative
It's just a regular day. right now.,neutral
Nothing major on my mind right now. I guess.,neutral
I don't feel strongly about anything right now. right now.,neutral
Everything is working out perfectly. right now.,positive
It's just a regular day. at the moment.,neutral
I feel terrible today. lately.,negative
I feel lonely and hopeless. lately.,negative
I'm frustrated and tired of everything.,negative
I feel confident and motivated. these days.,positive
It's just a regular day. at the moment.,neutral
It was an average day for me. to be honest.,neutral
I don't feel strongly about anything right now. today.,neutral
I feel confident and motivated. today.,positive
This is one of the worst days recently. at the moment.,negative
Nothing is going right and it's draining. lately.,negative
I'm laughing and smiling a lot today.,positive
Nothing much happened today.,neutral
This is the best day I've had in a long time.,positive
Everything feels heavy and stressful. today.,negative
Things are stable and unchanged. I guess.,neutral
I feel ignored and unimportant. I guess.,negative
"Today was okay, nothing special. honestly.",neutral
I'm laughing and smiling a lot today. right now.,positive
I feel ignored and unimportant. to be honest.,negative
This is one of the worst days recently. I think.,negative
"Today was okay, nothing special. today.",neutral
Things are improving for me. at the moment.,positive
I'm excited and full of energy. to be honest.,positive
I feel kind of neutral. at the moment.,neutral
I feel terrible today. right now.,negative
I'm really happy with how things are going. these days.,positive
Things are stable and unchanged.,neutral
I feel terrible today. to be honest.,negative
I feel supported and appreciated. right now.,positive
It's just a regular day. I think.,neutral
Life feels really difficult right now. I guess.,negative
Things are improving for me. I guess.,positive
I'm laughing and smiling a lot today. at the moment.,positive
It's just a regular day. I guess.,neutral
"I'm feeling normal, not too good, not too bad. lately.",neutral
Nothing much happened today. honestly.,neutral
I don't feel strongly about anything right now. at the moment.,neutral
I feel kind of neutral. I think.,neutral
I feel confident and motivated.,positive
This is one of the worst days recently. today.,negative
Nothing major on my mind right now. right now.,neutral
I'm laughing and smiling a lot today. right now.,positive
I don't feel strongly about anything right now. at the moment.,neutral
Things are stable and unchanged.,neutral
I feel confident and motivated. these days.,positive
I feel anxious and overwhelmed. to be honest.,negative
I'm sad and losing motivation. I think.,negative
I don't feel strongly about anything right now. lately.,neutral
I feel confident and motivated. I guess.,positive
I'm excited and full of energy. lately.,positive
I feel supported and appreciated. lately.,positive
I feel anxious and overwhelmed. honestly.,negative
It's just a regular day. I guess.,neutral
Everything is working out perfectly. to be honest.,positive
Everything feels heavy and stressful.,negative
I'm really happy with how things are going.,positive
I'm just going through the day. right now.,neutral
I feel ignored and unimportant. right now.,negative
I feel terrible today.,negative
I don't feel strongly about anything right now. I guess.,neutral
I'm excited and full of energy. today.,positive
"Today was okay, nothing special. lately.",neutral
Life is good and I'm grateful. I guess.,positive
Nothing much happened today. I think.,neutral
I feel confident and motivated. right now.,positive
Life is good and I'm grateful.,positive
Nothing major on my mind right now.,neutral
Life is good and I'm grateful. these days.,positive
"I'm feeling normal, not too good, not too bad. at the moment.",neutral
Life is good and I'm grateful. at the moment.,positive
I feel lonely and hopeless. I guess.,negative
Nothing is going right and it's draining. I think.,negative
Nothing is going right and it's draining. to be honest.,negative
I'm frustrated and tired of everything.,negative
"I'm feeling normal, not too good, not too bad. these days.",neutral
Things are improving for me. right now.,positive
I feel ignored and unimportant. these days.,negative
Life is good and I'm grateful.,positive
I feel fantastic today! honestly.,positive
This is one of the worst days recently. today.,negative
I don't feel strongly about anything right now. right now.,neutral
It was an average day for me. these days.,neutral
I'm sad and losing motivation. at the moment.,negative
Nothing is going right and it's draining. I guess.,negative
Nothing much happened today. today.,neutral
I feel lonely and hopeless. I guess.,negative
I feel fantastic today! right now.,positive
Nothing is going right and it's draining. today.,negative
I feel ignored and unimportant. today.,negative
Everything feels heavy and stressful. today.,negative
"I'm feeling normal, not too good, not too bad.",neutral
I'm sad and losing motivation. at the moment.,negative
This is one of the worst days recently.,negative
Nothing is going right and it's draining. I guess.,negative
Things are stable and unchanged. these days.,neutral
Nothing is going right and it's draining. I think.,negative
Things are improving for me.,positive
Nothing is going right and it's draining. at the moment.,negative
I feel terrible today. honestly.,negative
I'm laughing and smiling a lot today.,positive
I'm just going through the day. lately.,neutral
It's just a regular day. at the moment.,neutral
Nothing much happened today. right now.,neutral
I feel fantastic today! these days.,positive
It was an average day for me. today.,neutral
Life is good and I'm grateful. right now.,positive
I feel fantastic today! honestly.,positive
I feel lonely and hopeless. I guess.,negative
Everything feels heavy and stressful. lately.,negative
I'm sad and losing motivation. I think.,negative
It's just a regular day. honestly.,neutral
Nothing much happened today. right now.,neutral
Everything is working out perfectly. right now.,positive
Everything feels heavy and stressful. honestly.,negative
I feel fantastic today! lately.,positive
Things are improving for me. to be honest.,positive
I'm really happy with how things are going.,positive
This is the best day I've had in a long time. I think.,positive
I feel terrible today. right now.,negative
Nothing much happened today. honestly.,neutral
I feel supported and appreciated. honestly.,positive
It was an average day for me. I guess.,neutral
I don't feel strongly about anything right now. to be honest.,neutral
It's just a regular day. lately.,neutral
It was an average day for me. honestly.,neutral
I'm frustrated and tired of everything. these days.,negative
I feel fantastic today!,positive
Life is good and I'm grateful. these days.,positive
I feel anxious and overwhelmed. these days.,negative
This is the best day I've had in a long time. to be honest.,positive
I'm sad and losing motivation. I think.,negative
Nothing major on my mind right now. honestly.,neutral
I don't feel strongly about anything right now. honestly.,neutral
I don't feel strongly about anything right now. I think.,neutral
I feel supported and appreciated. today.,positive
Things are improving for me. to be honest.,positive
I'm laughing and smiling a lot today. I think.,positive
It's just a regular day. I guess.,neutral
I feel confident and motivated. today.,positive
"I'm feeling normal, not too good, not too bad. at the moment.",neutral
I'm frustrated and tired of everything. I guess.,negative
Life feels really difficult right now. honestly.,negative
This is the best day I've had in a long time. lately.,positive
Nothing major on my mind right now. lately.,neutral
I feel supported and appreciated. right now.,positive
It's just a regular day. honestly.,neutral
I feel lonely and hopeless. to be honest.,negative
This is one of the worst days recently. I think.,negative
I feel confident and motivated. right now.,positive
I'm frustrated and tired of everything. honestly.,negative
Nothing much happened today. I guess.,neutral
Things are stable and unchanged. these days.,neutral
Things are improving for me. I guess.,positive
Nothing much happened today. today.,neutral
Nothing much happened today. at the moment.,neutral
I feel fantastic today! right now.,positive
I'm excited and full of energy. to be honest.,positive
I'm laughing and smiling a lot today. I think.,positive
I don't feel strongly about anything right now. to be honest.,neutral
Nothing much happened today.,neutral
I don't feel strongly about anything right now. I think.,neutral
Life feels really difficult right now. today.,negative
I'm really happy with how things are going. lately.,positive
Life is good and I'm grateful. to be honest.,positive
Nothing is going right and it's draining.,negative
"Today was okay, nothing special.",neutral
Nothing is going right and it's draining. these days.,negative
I'm frustrated and tired of everything. I guess.,negative
I feel ignored and unimportant. right now.,negative
Life is good and I'm grateful. honestly.,positive
I feel anxious and overwhelmed. at the moment.,negative
I feel kind of neutral. I think.,neutral
Life is good and I'm grateful. lately.,positive
I'm sad and losing motivation. to be honest.,negative
Everything is working out perfectly. at the moment.,positive
I'm laughing and smiling a lot today. right now.,positive
Things are improving for me. these days.,positive
Nothing major on my mind right now. lately.,neutral
Everything feels heavy and stressful. lately.,negative
I feel ignored and unimportant. at the moment.,negative
Things are stable and unchanged. today.,neutral
It's just a regular day. I think.,neutral
This is one of the worst days recently. today.,negative
I'm sad and losing motivation. lately.,negative
Life feels really difficult right now. I guess.,negative
Everything is working out perfectly. I think.,positive
I feel terrible today. I think.,negative
"I'm feeling normal, not too good, not too bad. I guess.",neutral
I don't feel strongly about anything right now. I guess.,neutral
I feel terrible today. at the moment.,negative
"Today was okay, nothing special. lately.",neutral
I'm frustrated and tired of everything. to be honest.,negative
I feel lonely and hopeless.,negative
I feel confident and motivated.,positive
Everything feels heavy and stressful. to be honest.,negative
Nothing is going right and it's draining.,negative
I'm just going through the day. I guess.,neutral
I'm laughing and smiling a lot today. right now.,positive
It's just a regular day. at the moment.,neutral
I feel fantastic today! I guess.,positive
Nothing is going right and it's draining. at the moment.,negative
I don't feel strongly about anything right now. today.,neutral
I'm laughing and smiling a lot today. to be honest.,positive
Nothing major on my mind right now. these days.,neutral
Things are stable and unchanged. right now.,neutral
